,ID,Name,HashName,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
2285,29765,Ann Dow,0d723d65f9a6604b2af6ad3ad28988cefdeabe334e5c09692594ca756af7ed7d,F,29.0,164.0,59.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,
2286,29765,Ann Dow,0d723d65f9a6604b2af6ad3ad28988cefdeabe334e5c09692594ca756af7ed7d,F,33.0,164.0,59.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,
2287,29772,John Stuart Dowding,639c4ef24edfa8722687d9f3eb5f9f1363a36f2e345a6c686162daef9c6b08fc,M,22.0,,,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Figure Skating,Figure Skating Mixed Ice Dancing,
2288,29774,Murray Albert Dowey,ccd16e3a664801feeeffc13679df67287abf2103fbe836d333beee5deba642a1,M,22.0,,,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2289,29786,"Raymond Tyler ""Ray"" Downey",92753f22070dafa0ac2bba4b755e9e9efec6cf02d0b14b73f2fc6e766c17bbdd,M,19.0,177.0,71.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Light-Middleweight,Bronze
2290,29786,"Raymond Tyler ""Ray"" Downey",92753f22070dafa0ac2bba4b755e9e9efec6cf02d0b14b73f2fc6e766c17bbdd,M,23.0,177.0,71.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Light-Middleweight,
2291,29800,"Richard ""Rick"" Dowswell",ae052d44d115fb131f87ad6719ad686b41ad57320a323c4b27f068cb2271503a,M,21.0,175.0,86.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Javelin Throw,
2292,29827,Marie-Claude Doyon,d0f1dc401cc6e283bf3eab42b88c00f4ac12f420a0330877a331eca7d4d2d2dc,F,22.0,172.0,63.0,Canada,CAN,1988 Winter,1988,Winter,Calgary,Luge,Luge Women's Singles,
2293,29828,Marilou Dozios-Prvost,8dcacbe6ffc2ce2d152cad337979f4b832d0abbcca14253a85add800a3c4c015,F,22.0,160.0,48.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,
2294,29832,Alison Dozzo,cddabd62b4b1d8f06076af999f34b9fa7a5e8a9b050737d5ea94f38cb997d2b3,F,16.0,174.0,68.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 200 metres Individual Medley,
2295,29860,Monika Draeger (-Seymour),d41c39929452c17c8de879dd63a9053a5064c8ffe6d151504019ef9e58896912,F,22.0,174.0,61.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Fours,
2296,29912,"Edward Raymond ""Ed"" Drakich",ad980efe8597e530cc63d52d85f39dbad5a50964316d7e222b157295d8d6caf9,M,33.0,192.0,87.0,Canada-2,CAN,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
2297,29931,"Kristopher Bruce ""Kris"" Draper",3a70bdae6fab70ac295a469122c984e6e3361d1393a074767ecd27a82c5cdbad,M,34.0,178.0,86.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,
2298,29943,Kevin Draxinger,48e9a8b8322409777837bc14cc3dd61fc5250c3f834550174e20af057d2e120a,M,25.0,190.0,85.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 200 metres Backstroke,
2299,29946,Jerome Drayton,f09657e485a9148e2966d265555f35ad2872aec0d2c1e93f805199e7371db157,M,23.0,175.0,57.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Marathon,
2300,29946,Jerome Drayton,f09657e485a9148e2966d265555f35ad2872aec0d2c1e93f805199e7371db157,M,31.0,175.0,57.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's Marathon,
2301,29960,Doreen M. Dredge (-Wolff),02af9deabc6b49593f1ec5bed01884fcd7ae7997dda0055ce2f703ae6feb0f4a,F,17.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Athletics,Athletics Women's High Jump,
2302,30050,Bruce Douglas Driver,35fba300569902a66a5916e550a3889e3bde07d1066641a9ea6fb43513eef14c,M,21.0,183.0,84.0,Canada,CAN,1984 Winter,1984,Winter,Sarajevo,Ice Hockey,Ice Hockey Men's Ice Hockey,
2303,30069,Franois Louis Drolet,23ee4bb43a8b468bfc092febb65be882e0e6e3133d5360767ca6e72afcb7f4b6,M,25.0,172.0,70.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,
2304,30069,Franois Louis Drolet,23ee4bb43a8b468bfc092febb65be882e0e6e3133d5360767ca6e72afcb7f4b6,M,25.0,172.0,70.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",
2305,30069,Franois Louis Drolet,23ee4bb43a8b468bfc092febb65be882e0e6e3133d5360767ca6e72afcb7f4b6,M,25.0,172.0,70.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
2306,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,20.0,167.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",
2307,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,20.0,167.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",
2308,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,20.0,167.0,60.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
2309,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,32.0,167.0,60.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres",
2310,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,32.0,167.0,60.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres",
2311,30070,Marie-ve Drolet,b8a15fc1de5891c353cc83115a0c3170fe3016c22383f8891ff89b97c60dc59e,F,32.0,167.0,60.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver
2312,30071,Nancy Drolet,d00ca5b0cca0f5ce593ea18580789144b8141804804c811570c255d8167f737a,F,24.0,168.0,63.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
2313,30097,Derek Drouin,71e5501f430bcf8a17ddfc41d805c71cf0e2f8f1f54043a5993e3c624db7da25,M,22.0,196.0,83.0,Canada,CAN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's High Jump,Bronze
2314,30097,Derek Drouin,71e5501f430bcf8a17ddfc41d805c71cf0e2f8f1f54043a5993e3c624db7da25,M,26.0,196.0,83.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's High Jump,Gold
2315,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,17.0,188.0,72.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Freestyle,
2316,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,17.0,188.0,72.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
2317,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,17.0,188.0,72.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 100 metres Backstroke,
2318,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,17.0,188.0,72.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Backstroke,
2319,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,17.0,188.0,72.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,
2320,30148,"Nicole ""Nikki"" Dryden",c49fde8e894ab6f67e6e41de48bd66a7cb76ade7c278640da5e0dbcb4cf2ad38,F,21.0,188.0,72.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,
2321,30247,Ajay Dub,0c27c51e95b415f23155d447762c3f2cfdfc0a136c40f7c2a59fa2f40351cfb6,M,27.0,170.0,63.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Men's Hockey,
2322,30248,Danielle Dube,b5d8843e11a0ed6ebb36c63b7413d6632c1dfe6c571dc821bb4c27d7477f4dba,F,25.0,170.0,68.0,Canada,CAN,2012 Summer,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,
2323,30251,Jessica Dub,343a547263fd50daedd4e1a46b9bbb01bc109e8bb2135d30aecf7ac8cce8d77b,F,18.0,150.0,52.0,Canada-2,CAN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Pairs,
2324,30251,Jessica Dub,343a547263fd50daedd4e1a46b9bbb01bc109e8bb2135d30aecf7ac8cce8d77b,F,22.0,150.0,52.0,Canada-1,CAN,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Pairs,
2325,30254,Rodolphe Dub,1d8306a774b4f809bbe6cae533eedb6621c5ab22c3f4f0116a75e1efc165a0f6,M,43.0,,,Canada,CAN,1948 Summer,1948,Summer,London,Art Competitions,"Art Competitions Mixed Literature, Unknown Event",
2326,30272,Tanya Dubnicoff,bbe10405472bbf48831aabf84c512936f1a254bf02366e1f212229269acde278,F,22.0,170.0,68.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Women's Sprint,
2327,30272,Tanya Dubnicoff,bbe10405472bbf48831aabf84c512936f1a254bf02366e1f212229269acde278,F,26.0,170.0,68.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Cycling,Cycling Women's Sprint,
2328,30272,Tanya Dubnicoff,bbe10405472bbf48831aabf84c512936f1a254bf02366e1f212229269acde278,F,30.0,170.0,68.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Sprint,
2329,30272,Tanya Dubnicoff,bbe10405472bbf48831aabf84c512936f1a254bf02366e1f212229269acde278,F,30.0,170.0,68.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's 500 metres Time Trial,
2330,30293,Stphanie Dubois,3e2a75fc3d7c8235828ecd6041d6ba02bf8bd52e1e3ae10feebe2f9bb0bcfa00,F,25.0,162.0,59.0,Canada,CAN,2012 Summer,2012,Summer,London,Tennis,Tennis Women's Doubles,
2331,30310,Marie-France Dubreuil,13a1b3fcc6afdb7b92c812273a7408d9ec007e5e6fd9acda0c2d627769e93511,F,27.0,162.0,46.0,Canada-2,CAN,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,
2332,30310,Marie-France Dubreuil,13a1b3fcc6afdb7b92c812273a7408d9ec007e5e6fd9acda0c2d627769e93511,F,31.0,162.0,46.0,Canada-1,CAN,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,
2333,30311,Robert Dubreuil,383cb26ff529df6183ffeb1bab919eae228a3cece708fcee977d999064bd5d8c,M,24.0,175.0,73.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Men's 500 metres,
2334,30318,Jessika Dubuc,a15d922126ebac3306d82c515c6b98d377a9aa4c7ee0cd97ed0d2edbbb34e6e2,F,21.0,168.0,57.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,
2335,30318,Jessika Dubuc,a15d922126ebac3306d82c515c6b98d377a9aa4c7ee0cd97ed0d2edbbb34e6e2,F,25.0,168.0,57.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,
2336,30328,"Robert Thomas ""Rob"" Ducey",f3192bbcfc1440dc555f7d38af7a3ba5fa60c7e2ee8b8a2d6ef42ad65430720c,M,39.0,188.0,84.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,
2337,30330,"James ""Jim"" Ducharme",58ffe0b9c3fde23fcce89ead2975f72269bee7dc961fd0f66cf90469b4f718fb,M,22.0,190.0,82.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Water Polo,Water Polo Men's Water Polo,
2338,30336,Krista DuChene,95b1772e73c39cd43c7e006f22ac43e9495ecb0b8314200ce8c2f7e820ac6e5f,F,39.0,167.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
2339,30337,"Matthew ""Matt"" Duchene",925f9dd0a5ef967c59baa20486b6eca7ea362cc2cba1f4a52d85bae137c932e1,M,23.0,180.0,91.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2340,30342,Antoine Duchesne,96ea3e4d98ee7fb0b2865099ab4447d810f13aee6c854b7953db65ee253ce8ff,M,24.0,189.0,73.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual",
2341,30349,George Ducker,b54f3bc9377c5dced4fba662ec86f53d9db97763e76ddc9b9d080fb0b7eb9cfe,M,32.0,,,Galt Football Club,CAN,1904 Summer,1904,Summer,St. Louis,Football,Football Men's Football,Gold
2342,30350,Richard Louis Duckett,4f26cbe94df348b9a36cedff77e72fda37fb81f41a242688f90eac616e425db8,M,23.0,,,Canada,CAN,1908 Summer,1908,Summer,London,Lacrosse,Lacrosse Men's Lacrosse,Gold
2343,30352,Alexandra Duckworth,bc8f073a79cf7d2d5da9771070f46ace645bd4417ca3258f02fdf2f6a4944ce9,F,26.0,158.0,50.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Snowboarding,Snowboarding Women's Halfpipe,
2344,30408,Crispin Nataniel Duenas,e17126fc5fea24ed788b401ae162ed7cf2247fd2c473f9c2a7f111621ce270f2,M,22.0,172.0,81.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Individual,
2345,30408,Crispin Nataniel Duenas,e17126fc5fea24ed788b401ae162ed7cf2247fd2c473f9c2a7f111621ce270f2,M,22.0,172.0,81.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Archery,Archery Men's Team,
2346,30408,Crispin Nataniel Duenas,e17126fc5fea24ed788b401ae162ed7cf2247fd2c473f9c2a7f111621ce270f2,M,26.0,172.0,81.0,Canada,CAN,2012 Summer,2012,Summer,London,Archery,Archery Men's Individual,
2347,30408,Crispin Nataniel Duenas,e17126fc5fea24ed788b401ae162ed7cf2247fd2c473f9c2a7f111621ce270f2,M,30.0,172.0,81.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Men's Individual,
2348,30427,Justin Duff,712d002655f8bce8c8786b096ef042760b867a4e889e7b055bc5722ba80ecf75,M,28.0,200.0,102.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,
2349,30430,"Richard ""Rick"" Duff",ec1692b385cfa62c8f83179359b8b3b50bb8bd10092a77e1e22c98386636cd10,M,20.0,188.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Middleweight,
2350,30439,"James ""Jimmy"" Duffy (McNiff-)",655b61a791fd0e0f327afe288001cda8f8344be92a6d5097efb4c08c01dd4b21,M,22.0,172.0,,Canada,CAN,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's Marathon,
2351,30453,Chlo Dufour-Lapointe,07bf3bcd58608ec1cfd727f0116f8cfb4ce3e0373068676096668d994c4b3698,F,18.0,165.0,61.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Moguls,
2352,30453,Chlo Dufour-Lapointe,07bf3bcd58608ec1cfd727f0116f8cfb4ce3e0373068676096668d994c4b3698,F,22.0,165.0,61.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Moguls,Silver
2353,30454,Justine Dufour-Lapointe,848cd5167a2abf8312ae04bc3ed20523940da8331e1a08f426c230cfea31ea1c,F,19.0,164.0,54.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Moguls,Gold
2354,30455,Maxime Dufour-Lapointe,7497e65d0bd5cab88a0fcc4b7ebd058a3b85f02a85a75e1246507429dcc53b4a,F,24.0,165.0,63.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Moguls,
2355,30460,Coleen Dufresne (-Stewner),4fc2d4d72ad2e309acd70656c2ffb522301ed6e71723796d68d528ae97b43d51,F,23.0,178.0,70.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,
2356,30473,Keltie Mayken Duggan (-Graboski),8fae718c5686c910256fbf9a1e8f5b1aa82678909ac8ffba7ffd8b2d82afb82b,F,18.0,170.0,63.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Breaststroke,
2357,30473,Keltie Mayken Duggan (-Graboski),8fae718c5686c910256fbf9a1e8f5b1aa82678909ac8ffba7ffd8b2d82afb82b,F,18.0,170.0,63.0,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
2358,30483,Martine Dugrenier,fa3296f001c2faf38db06f4bf357da86b0c496503a6799ebf8fc434c2fb4f119,F,29.0,166.0,63.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",
2359,30483,Martine Dugrenier,fa3296f001c2faf38db06f4bf357da86b0c496503a6799ebf8fc434c2fb4f119,F,33.0,166.0,63.0,Canada,CAN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",
2360,30489,"Gregory ""Greg"" Duhaime",50e8b7eaffe5d02ae727c503fa5a74e862335d16c7d584df5379f131f08183eb,M,30.0,180.0,64.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Athletics,"Athletics Men's 3,000 metres Steeplechase",
2361,30491,Meagan Duhamel,954d1b2f18aea1d72e98c607b0df145c0bab816314b590dceb381ab94368bb8e,F,28.0,148.0,48.0,Canada-1,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,
2362,30491,Meagan Duhamel,954d1b2f18aea1d72e98c607b0df145c0bab816314b590dceb381ab94368bb8e,F,28.0,148.0,48.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
2363,30524,"Albin ""Al"" Dukowski",6a3cb223941af14c3ca85bef723848c345fbf100e1e04ee482f466b424707b8d,M,22.0,178.0,65.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,
2364,30592,Guylaine Dumont,eec37c1be1a6386f2e213f713a0c4e872ce39e31904b818e5bbbca208af2c9e7,F,36.0,176.0,71.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,
2365,30622,"David ""Dave"" Duncan",4f70e53cf8939de3630bb77375081acbd3b45b652eca7da64e1c5f9c17c43316,M,31.0,183.0,93.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,
2366,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,19.0,173.0,70.0,Canada,CAN,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Downhill,
2367,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,19.0,173.0,70.0,Canada,CAN,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
2368,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,19.0,173.0,70.0,Canada,CAN,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Men's Slalom,
2369,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,23.0,173.0,70.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Downhill,
2370,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,23.0,173.0,70.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Giant Slalom,
2371,30628,Peter Duncan,455003f56442172b19b26b32bf09dd5842a3c20335dff9002105226779e4b907,M,23.0,173.0,70.0,Canada,CAN,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Men's Slalom,
2372,30629,Richard Duncan,c30626cc78cafa69fa57fa0770a61ae4ec4c9f740f09ebad44bcb21a8dd14a00,M,22.0,190.0,80.0,Canada,CAN,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's Long Jump,
2373,30629,Richard Duncan,c30626cc78cafa69fa57fa0770a61ae4ec4c9f740f09ebad44bcb21a8dd14a00,M,26.0,190.0,80.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Long Jump,
2374,30633,Tracy Duncan,28353f3e193996852c9d8ff039b691bb962ba247becaf69c822ab55e841021f0,F,28.0,170.0,57.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,
2375,30635,"Albert Gordon ""Bert"" Duncanson",cc90484a8655139935df03d0a432536249a1f17a43f6ce879c2c528978e9a36b,M,20.0,,,Canada,CAN,1932 Winter,1932,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2376,30644,Evan Dunfee,0a84b277287e5964d80ef3758107c02f9be8def2b71446bafd6a5494a415615c,M,25.0,182.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
2377,30644,Evan Dunfee,0a84b277287e5964d80ef3758107c02f9be8def2b71446bafd6a5494a415615c,M,25.0,182.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
2378,30667,"William ""Bill"" Dunlop",c197ae5fff80e6d45776db4b2f8d0c9caa546591b142713b161dda56796b6c83,M,20.0,168.0,51.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Boxing,Boxing Men's Flyweight,
2379,30684,Marc Dunn,cca716c3f4716c1f638902df99189c977980d2b420505d73282e28a60b3cb517,M,30.0,183.0,85.0,Canada-2,CAN,1996 Summer,1996,Summer,Atlanta,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
2380,30698,William Dunn,abe471eace49f98962a0207e11a929a4804d97c465fbb24727ac58582ba98cd2,M,26.0,,,Canada-2,CAN,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Four,
2381,30707,Adrianne Dunnett (-Yeates),c9a1b109850396abdf3eed24aad907b24deb7e4c08bafc4f1900dd9fa9e7615f,F,23.0,171.0,57.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,
2382,30708,Catherine Dunnette,c58c0395b9c86bcf29080f03120406203c441185c4a46704ba1c763a1154416a,F,24.0,175.0,61.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Individual",
2383,30714,"Bernard Francis ""Frank"" Dunster",4d8d3db91c3c8b00127dfff0c724d7722eeeb04902e2d553c3b15cce5079435d,M,26.0,,,Canada,CAN,1948 Winter,1948,Winter,Sankt Moritz,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
2384,30758,Donalda Duprey (-Abadie),5efff892b2c8636ad2872829a656e02907ee87f5c72d8b353770785b2c663b05,F,25.0,168.0,56.0,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 400 metres Hurdles,
2385,30762,"Robert ""Bob"" Dupuis",29104ee5f8c06d818e6fa542687e0eeff0e4fccf4eacd749e10f797c784023e2,M,27.0,177.0,76.0,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,
2386,30764,"Joseph Emile Gerald David ""Jerry"" Dupuis",b6282e210be046187e1b53ddd6d0efe6ee2fbcfdd50839734ee265dc3bcfd86e,M,23.0,,,Canada,CAN,1928 Winter,1928,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",
2387,30765,Lori Dupuis,3d2c762a36a26f119c89179080908020fa4dfdc2fcd337d2121f0caf6ce0d45e,F,25.0,173.0,75.0,Canada,CAN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
2388,30765,Lori Dupuis,3d2c762a36a26f119c89179080908020fa4dfdc2fcd337d2121f0caf6ce0d45e,F,29.0,173.0,75.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
2389,30794,Gilles Durand,0e033e6da7a346a77bd34f6357163b18dbaaa7aeffc46f866397c296a3cdad55,M,20.0,180.0,68.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Road Race, Individual",
2390,30794,Gilles Durand,0e033e6da7a346a77bd34f6357163b18dbaaa7aeffc46f866397c296a3cdad55,M,20.0,180.0,68.0,Canada,CAN,1972 Summer,1972,Summer,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial,
2391,30794,Gilles Durand,0e033e6da7a346a77bd34f6357163b18dbaaa7aeffc46f866397c296a3cdad55,M,24.0,180.0,68.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Road Race, Individual",
2392,30841,"Patricia ""Pat"" Durnin (-Leach)",44592234b7f817be956c937120ccc2ef73254ef2bd2a159dd53cd34f5750702e,F,20.0,,,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Speed Skating,"Speed Skating Women's 3,000 metres",
2393,30843,Stphanie Durocher,d462d8064aab1619806cade891508a3743f241d19b95f539ad024a262d2420a2,F,23.0,168.0,54.0,Canada,CAN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,
